feature	ham_probability	spam_probability
lh	1.5838028554607938e-06	1.0419739869705618e-05
li	3.461740526935735e-05	4.0785838918561995e-05
liabilities	4.5704025257582905e-05	2.977068534201605e-06
liability	4.638279790992325e-05	1.9946359179150755e-05
liable	5.656438769502835e-06	9.228912456024977e-06
liaise	1.5838028554607938e-06	2.3816548273612843e-06
liaison	5.203923667942609e-06	2.3816548273612843e-06
liberal	7.240241624963629e-06	7.144964482083853e-06
liberia	2.262575507801134e-07	2.322113456677252e-05
liberty	8.145271828084082e-06	8.931205602604816e-06
libido	2.262575507801134e-07	2.1434893446251557e-05
libor	6.108953871063062e-06	2.9770685342016053e-07
libraries	2.715090609361361e-06	1.0419739869705618e-05
library	2.4435815484252248e-05	2.26257208599322e-05
libre	6.787726523403402e-07	5.358723361562889e-06
licence	4.298893464822154e-06	5.95413706840321e-06
license	6.606720482779312e-05	3.9595011504881354e-05
licensed	4.751408566382382e-06	0.00010449510555047634
licenses	1.4932998351487486e-05	1.2205980990226581e-05
licensing	9.050302031204537e-06	2.292342771335236e-05
licensors	2.9413481601414743e-06	2.9770685342016053e-07
lick	9.050302031204536e-07	5.95413706840321e-06
lid	1.1312877539005671e-06	2.977068534201605e-06
lie	7.240241624963629e-06	1.667158379152899e-05
lien	9.729074683544877e-06	2.977068534201605e-06
liens	2.9413481601414743e-06	1.0122033016285458e-05
lies	7.013984074183515e-06	2.351884142019268e-05
lieu	6.561468972623289e-06	4.465602801302408e-06
lieutenant	1.5838028554607938e-06	1.0419739869705618e-05
life	6.878229543715447e-05	0.0006492986473093701
lifelong	1.3575453046806805e-06	3.5724822410419264e-06
lifestyle	4.5251510156022686e-06	2.1732600299671718e-05
lifetime	9.729074683544877e-06	4.257208003908296e-05
lift	9.27655958198465e-06	1.726699749836931e-05
lifted	4.977666117162495e-06	8.633498749184656e-06
lifting	3.846378363261928e-06	3.870189094462087e-06
lifts	3.846378363261928e-06	1.7862411205209632e-06
light	8.326277868708174e-05	7.293817908793933e-05
lighter	2.2625755078011343e-06	4.7633096547225685e-06
lightfoot	4.298893464822154e-06	2.9770685342016053e-07
lighting	3.393863261701701e-06	2.203030715309188e-05
lightly	2.715090609361361e-06	7.144964482083853e-06
lightning	2.2625755078011343e-06	1.0122033016285458e-05
lights	9.27655958198465e-06	1.0419739869705618e-05
liiustrator	2.262575507801134e-07	4.167895947882248e-06
like	0.0010389746731822808	0.001046141882918444
liked	1.4706740800707372e-05	5.65643021498305e-06
likelihood	1.3575453046806804e-05	2.9770685342016053e-07
likely	0.00023327153485429693	3.661794297067974e-05
likes	8.371529378864195e-06	5.65643021498305e-06
likewise	7.240241624963629e-06	8.633498749184656e-06
liking	2.0363179570210205e-06	1.7862411205209632e-06
lil	9.050302031204536e-07	3.870189094462087e-06
lillian	7.919014277303969e-06	4.167895947882248e-06
lilly	5.203923667942609e-06	2.977068534201605e-06
lilustrator	2.262575507801134e-07	4.167895947882248e-06
lily	9.050302031204536e-07	4.465602801302408e-06
lim	2.0363179570210208e-05	6.847257628663692e-06
lima	1.3575453046806805e-06	4.7633096547225685e-06
limerick	1.1312877539005671e-06	3.5724822410419264e-06
limit	9.79695194877891e-05	4.644226913354504e-05
limitation	1.8100604062409072e-06	2.232801400651204e-05
limitations	9.27655958198465e-06	7.740378188924174e-06
limited	0.00026721016747131393	0.00039267533966119174
limiting	8.145271828084082e-06	3.274775387621766e-06
limits	4.366770730056189e-05	6.549550775243532e-06
limp	1.3575453046806805e-06	3.870189094462087e-06
lin	2.8960966499854515e-05	4.7633096547225685e-06
lincoln	5.203923667942609e-06	1.0419739869705618e-05
linda	6.538843217545278e-05	9.526619309445137e-06
lindberg	3.054476935531531e-05	3.274775387621766e-06
linden	7.013984074183515e-06	2.3816548273612843e-06
linder	3.6201208124818143e-06	2.9770685342016053e-07
lindholm	7.919014277303969e-06	1.1908274136806421e-06
lindley	1.2444165292906237e-05	2.9770685342016053e-07
lindsay	7.013984074183515e-06	3.274775387621766e-06
lindsey	8.371529378864195e-06	2.3816548273612843e-06
lindy	2.3530785281131794e-05	2.9770685342016053e-07
line	0.0004063585612010837	0.0004540029514657448
linear	4.977666117162495e-06	2.9770685342016053e-07
lined	1.2896680394466464e-05	2.977068534201605e-06
lineofcredit	2.262575507801134e-07	5.358723361562889e-06
lines	0.00016041660350310042	5.031245822800713e-05
ling	5.203923667942609e-06	4.7633096547225685e-06
lingerie	4.525151015602268e-07	3.870189094462087e-06
lingering	7.692756726523855e-06	8.931205602604816e-07
linha	2.262575507801134e-07	8.335791895764495e-06
lining	8.145271828084082e-06	2.3816548273612843e-06
link	0.00012104778966736067	0.0005263457168468438
linkage	9.050302031204536e-07	4.465602801302408e-06
linked	3.665372322637837e-05	1.161056728338626e-05
linking	3.1676057109215877e-06	3.5724822410419264e-06
links	3.620120812481815e-05	6.4900094045595e-05
linnell	3.846378363261928e-06	2.9770685342016053e-07
lintner	2.262575507801134e-07	8.931205602604816e-06
linux	9.050302031204536e-07	0.00012860936067750936
lion	3.1676057109215877e-06	8.633498749184656e-06
lipiitor	2.262575507801134e-07	6.2518439218233715e-06
lipitor	4.525151015602268e-07	1.607617008468867e-05
lips	9.050302031204536e-07	1.0122033016285458e-05
lipscomb	1.3575453046806805e-06	2.6793616807814447e-06
liquefied	7.466499175743743e-06	5.954137068403211e-07
liquid	2.375704283191191e-05	1.9350945472310434e-05
liquidate	8.371529378864195e-06	6.549550775243532e-06
liquidated	5.656438769502835e-06	5.358723361562889e-06
liquidating	3.846378363261928e-06	8.931205602604816e-07
liquidation	8.597786929644309e-06	4.2274373185662794e-05
liquidity	0.00012376288027672204	1.1908274136806421e-06
liquids	3.280734486311644e-05	7.144964482083853e-06
lis	2.262575507801134e-07	4.37629074527636e-05
lisa	0.00016335795166324188	8.335791895764495e-06
lisst	2.262575507801134e-07	9.824326162865297e-06
list	0.0006423451866647419	0.0007222368263973094
lista	2.262575507801134e-07	1.0717446723125779e-05
listbot	9.27655958198465e-06	2.9770685342016053e-07
listed	0.00014095845413601064	0.00010509051925731667
listen	1.1086619988225557e-05	2.768673736807493e-05
listened	3.393863261701701e-06	4.167895947882248e-06
listening	7.692756726523855e-06	8.038085042344335e-06
listinfo	2.262575507801134e-07	3.8999597798041026e-05
listing	7.692756726523856e-05	0.00010062491645601426
listings	3.1676057109215877e-06	1.667158379152899e-05
listmaster	2.262575507801134e-07	1.9946359179150755e-05
lists	3.4391147718577235e-05	8.127397098370382e-05
lit	1.5838028554607938e-06	6.847257628663692e-06
literacy	3.6201208124818143e-06	1.4885342671008026e-06
literally	3.1676057109215877e-06	1.667158379152899e-05
literature	5.430181218722722e-06	6.847257628663692e-06
litigate	1.3575453046806805e-06	2.6793616807814447e-06
litigation	5.113420647630563e-05	8.693040119868687e-05
littie	2.262575507801134e-07	2.5305082540713646e-05
little	0.000185531191639693	0.0002780582010944299
litton	2.9413481601414743e-06	1.1908274136806421e-06
liu	3.1676057109215877e-06	2.083947973941124e-06
lium	2.262575507801134e-07	2.0839479739411237e-05
live	6.267334156609141e-05	0.00025245541170029615
lived	6.787726523403402e-06	2.9175271635175732e-05
livelink	1.1539135089785784e-05	2.9770685342016053e-07
liver	4.525151015602268e-07	3.870189094462087e-06
livermore	4.5251510156022686e-06	1.4885342671008026e-06
liverpool	1.1312877539005671e-06	5.65643021498305e-06
lives	1.5611771003827826e-05	4.52514417198644e-05
livestock	2.0363179570210205e-06	3.5724822410419264e-06
living	2.5793360788932928e-05	6.609092145927563e-05
liz	4.3441449749781775e-05	1.7862411205209632e-06
lj	2.0363179570210205e-06	6.549550775243532e-06
ljm	0.00012059527456580044	2.9770685342016053e-07
lk	4.525151015602268e-07	8.931205602604816e-06
lkml	2.262575507801134e-07	1.9350945472310434e-05
ll	0.00036065453594350075	0.0003929730465146119
llc	7.10448709449556e-05	6.162531865797323e-05
llcensed	2.262575507801134e-07	1.2205980990226581e-05
llgra	2.262575507801134e-07	1.4587635817587866e-05
lling	2.262575507801134e-07	9.824326162865297e-06
llis	2.262575507801134e-07	5.65643021498305e-06
lliustrator	2.262575507801134e-07	3.870189094462087e-06
lllustrator	2.262575507801134e-07	5.061016508142729e-06
llodra	7.013984074183515e-06	2.9770685342016053e-07
lloyd	0.0001029471856049516	4.167895947882248e-06
llp	3.1449799558435767e-05	2.3816548273612843e-06
lls	2.262575507801134e-07	3.274775387621766e-05
lm	3.6201208124818143e-06	5.061016508142729e-06
lmb	2.262575507801134e-07	1.0419739869705618e-05
lme	2.375704283191191e-05	8.931205602604816e-07
ln	6.335211421843175e-06	7.442671335504013e-06
lncrease	2.262575507801134e-07	5.65643021498305e-06
lncreased	2.262575507801134e-07	6.847257628663692e-06
lndesign	2.262575507801134e-07	6.549550775243532e-06
lndesiqn	2.262575507801134e-07	9.824326162865297e-06
lnfo	2.262575507801134e-07	3.870189094462087e-06
lng	0.00010882988192523455	6.2518439218233715e-06
lnl	3.393863261701701e-06	4.7633096547225685e-06
lnstant	2.262575507801134e-07	1.0419739869705618e-05
lnterest	2.262575507801134e-07	1.4587635817587866e-05
lnternet	2.262575507801134e-07	1.607617008468867e-05
lo	2.4888330585812476e-06	0.0001303956017980303
loa	2.2625755078011343e-06	1.0717446723125779e-05
load	0.00015724899779217882	3.483170185015878e-05
loaded	9.95533223432499e-06	9.824326162865297e-06
loading	2.1720724874890888e-05	3.8404184091200705e-05
loadings	7.466499175743743e-06	2.9770685342016053e-07
loads	2.1494467324110773e-05	8.931205602604816e-06
loan	8.122646073006071e-05	0.00015510527063190363
loans	6.289959911687153e-05	7.591524762214094e-05
lobbied	6.108953871063062e-06	2.9770685342016053e-07
lobby	2.1041952222550546e-05	2.6793616807814447e-06
lobbying	8.824044480424424e-06	5.954137068403211e-07
loca	2.262575507801134e-07	8.038085042344335e-06
local	8.43940664409823e-05	0.00012980018809119
locale	2.262575507801134e-07	5.65643021498305e-06
locales	4.525151015602268e-07	5.061016508142729e-06
localhost	1.1312877539005671e-06	6.847257628663692e-06
localized	1.1312877539005671e-06	9.05028834397288e-05
locally	4.5251510156022686e-06	1.0419739869705618e-05
locals	2.0363179570210205e-06	2.3816548273612843e-06
locate	3.936881383573973e-05	5.1800992495107934e-05
located	7.443873420665731e-05	6.0136784390872426e-05
locating	2.4888330585812476e-06	2.203030715309188e-05
location	0.0001350757578157277	7.919002300976271e-05
locations	4.841911586694427e-05	3.661794297067974e-05
lock	1.3122937945246577e-05	2.351884142019268e-05
locke	2.0363179570210205e-06	2.083947973941124e-06
locked	2.4888330585812475e-05	6.549550775243532e-06
locker	7.919014277303969e-06	2.3816548273612843e-06
lockhart	2.2625755078011343e-06	1.7862411205209632e-06
lockheed	5.430181218722722e-06	4.7633096547225685e-06
locking	2.715090609361361e-06	1.4885342671008026e-06
lockup	1.5838028554607938e-06	2.3816548273612843e-06
locust	5.203923667942609e-06	2.3816548273612843e-06
lodge	5.430181218722722e-06	6.2518439218233715e-06
lodged	6.787726523403402e-07	1.548075637784835e-05
lodging	5.203923667942609e-06	5.954137068403211e-07
loft	6.787726523403402e-07	5.061016508142729e-06
log	0.00019639155407713844	3.7808770384360384e-05
logan	2.2625755078011343e-06	5.95413706840321e-06
logged	6.335211421843175e-06	7.144964482083853e-06
logging	8.597786929644309e-06	4.7633096547225685e-06
logic	2.8960966499854515e-05	5.358723361562889e-06
logical	4.5251510156022686e-06	1.4289928964167706e-05
login	1.8779376714749413e-05	2.709132366123461e-05
logistic	1.3575453046806805e-06	1.0122033016285458e-05
logistical	4.072635914042041e-06	8.931205602604816e-07
logistics	9.321811092140673e-05	8.931205602604816e-06
logo	8.597786929644309e-06	0.0003182486263061516
logodentity	2.262575507801134e-07	1.7564704351789472e-05
logon	1.0181589785105104e-05	1.1908274136806421e-06
logos	2.0363179570210205e-06	0.00015212820209770204
logs	2.4888330585812476e-06	2.6793616807814447e-06
lohman	1.923189181630964e-05	2.9770685342016053e-07
loi	4.298893464822154e-06	1.4885342671008026e-05
loibl	3.1676057109215877e-06	2.9770685342016053e-07
lois	3.6201208124818143e-06	1.4885342671008026e-05
lokay	6.810352278481413e-05	2.9770685342016053e-07
lokey	5.203923667942609e-06	5.954137068403211e-07
lon	0.0004133725452752672	8.157167783712399e-05
london	0.00042626922566973367	6.370926663191435e-05
lone	2.398330038269202e-05	5.358723361562889e-06
lonely	2.262575507801134e-07	2.1434893446251557e-05
lonestar	1.4254225699147144e-05	2.9770685342016053e-07
long	0.0005310264716809262	0.00041202628513350217
longer	0.00012557294068296293	0.00016522730364818908
longest	2.9413481601414743e-06	1.8160118058629793e-05
longevity	2.262575507801134e-07	4.465602801302408e-06
longhorn	2.0363179570210205e-06	2.1434893446251557e-05
longines	2.262575507801134e-07	1.9648652325730595e-05
longstanding	1.8100604062409072e-06	2.3816548273612843e-06
longtime	1.063410488666533e-05	2.977068534201605e-06
longview	1.402796814836703e-05	2.9770685342016053e-07
longz	2.262575507801134e-07	1.0122033016285458e-05
loo	2.262575507801134e-07	4.52514417198644e-05
look	0.0004798922652046205	0.0004921094287035254
looked	4.6835313011483474e-05	2.351884142019268e-05
looking	0.0002724140911392565	0.0009708220490031435
looks	0.00012308410762438169	3.5129408703578944e-05
looming	3.846378363261928e-06	5.95413706840321e-06
loon	2.4888330585812476e-06	2.3816548273612843e-06
loop	2.3530785281131794e-05	7.740378188924174e-06
loophole	9.050302031204536e-07	4.465602801302408e-06
loose	9.502817132764764e-06	2.768673736807493e-05
loosing	1.5838028554607938e-06	2.3816548273612843e-06
loow	2.262575507801134e-07	4.465602801302408e-06
lop	2.262575507801134e-07	4.167895947882248e-06
lopez	4.977666117162495e-06	1.3694515257327385e-05
loqo	2.262575507801134e-07	2.322113456677252e-05
loqodentity	2.262575507801134e-07	1.2801394697066903e-05
loqos	2.262575507801134e-07	2.0839479739411237e-05
loraazepam	2.262575507801134e-07	1.4587635817587866e-05
lord	8.597786929644309e-06	2.292342771335236e-05
lordship	2.262575507801134e-07	5.358723361562889e-06
loretta	8.824044480424424e-06	2.3816548273612843e-06
lori	1.0407847335885217e-05	8.931205602604816e-07
lorna	1.7648088960848848e-05	2.9770685342016053e-07
lorraine	3.846378363261928e-05	3.274775387621766e-06
los	5.0002918722405064e-05	0.00016522730364818908
lose	5.498058483956756e-05	0.0002860962861367743
loser	6.335211421843175e-06	5.061016508142729e-06
losers	6.561468972623289e-06	2.083947973941124e-06
loses	5.882696320282949e-06	8.931205602604816e-06
losing	2.5567103238152816e-05	2.828215107491525e-05
loss	0.00022987767159259522	0.0001598685802866262
losses	0.00018010101042097027	1.9053238618890274e-05
lost	0.00015996408840154017	8.544186693158607e-05
lot	0.0001905088577568555	0.00016403647623450845
loterij	2.262575507801134e-07	7.442671335504013e-06
lots	2.4209557933472136e-05	0.00010628134667099731
lottery	3.6201208124818143e-06	0.0003923776328077716
lotto	2.262575507801134e-07	6.609092145927563e-05
lotus	2.8960966499854515e-05	3.274775387621766e-06
lou	2.2399497527231226e-05	1.3992222110747545e-05
loud	2.0363179570210205e-06	6.549550775243532e-06
louis	3.4391147718577235e-05	3.810647723778055e-05
louisa	2.262575507801134e-07	7.442671335504013e-06
louise	0.0008104545468943662	2.3816548273612843e-06
louisiana	3.348611751545678e-05	2.322113456677252e-05
lounge	2.2625755078011343e-06	4.167895947882248e-06
lounghrid	3.6201208124818143e-06	2.9770685342016053e-07
lousy	1.1312877539005671e-06	4.7633096547225685e-06
love	4.8871630968504496e-05	0.00027121094346576626
loved	7.240241624963629e-06	1.8160118058629793e-05
lovely	1.3575453046806805e-06	1.4587635817587866e-05
lover	6.787726523403402e-07	1.4587635817587866e-05
lovers	2.262575507801134e-07	1.0122033016285458e-05
loves	1.8100604062409072e-06	2.5305082540713646e-05
loving	3.393863261701701e-06	1.13128604299661e-05
lovver	2.262575507801134e-07	6.549550775243532e-06
low	0.00015747525534295893	0.0005817191915829937
lowell	2.2625755078011343e-06	2.3816548273612843e-06
lower	0.00016562052717104301	0.00011789191395438357
lowered	5.384929708566699e-05	5.65643021498305e-06
lowering	1.063410488666533e-05	5.65643021498305e-06
lowerr	2.262575507801134e-07	3.870189094462087e-06
lowers	4.977666117162495e-06	5.061016508142729e-06
lowest	5.249175178098631e-05	0.0001562960980455843
lowry	1.1765392640565897e-05	1.7862411205209632e-06
lows	1.334919549602669e-05	8.038085042344335e-06
loyal	2.4888330585812476e-06	1.161056728338626e-05
loyalty	4.5251510156022686e-06	1.0717446723125779e-05
lozano	1.131287753900567e-05	5.954137068403211e-07
lozenge	2.262575507801134e-07	5.061016508142729e-06
lp	5.973199340594994e-05	9.526619309445137e-06
lpga	2.262575507801134e-07	8.931205602604816e-06
lpm	8.824044480424424e-06	2.9770685342016053e-07
lpplng	2.262575507801134e-07	9.228912456024977e-06
lpx	4.525151015602268e-07	2.232801400651204e-05
lq	6.108953871063062e-06	3.5724822410419264e-06
lr	2.262575507801134e-07	5.65643021498305e-06
lrc	5.430181218722722e-06	2.9770685342016053e-07
ls	4.117887424198064e-05	3.7808770384360384e-05
lsk	2.7150906093613608e-05	1.1908274136806421e-06
lsp	2.262575507801134e-05	2.9770685342016053e-07
lst	8.235774848396128e-05	5.80528364169313e-05
lsu	2.058943712099032e-05	2.9770685342016053e-07
lt	7.466499175743743e-06	4.257208003908296e-05
ltc	2.262575507801134e-07	9.824326162865297e-06
ltd	0.00011063994233147546	0.00011521255227360213
ltda	9.050302031204536e-07	5.358723361562889e-06
lu	7.194990114807607e-05	2.4114255127033e-05
lubbock	1.8100604062409072e-06	2.3816548273612843e-06
lubricant	2.262575507801134e-07	5.358723361562889e-06
lucas	5.203923667942609e-06	5.95413706840321e-06
luce	3.71062383279386e-05	2.9770685342016053e-07
lucent	1.6969316308508506e-05	5.954137068403211e-07
lucia	9.050302031204536e-07	5.358723361562889e-06
luck	2.511458813659259e-05	5.477806102930954e-05
luckily	2.0363179570210205e-06	9.526619309445137e-06
